name,brand,categories,prices,reviews
FirstMate Grain Friendly Cage Free Chicken Meal & Oats Formula Dog Food,FirstMate,a/b,"{'25-lb bag': '$52.99', '5-lb bag': '$15.99'}",8 Reviews
Tuscan Natural Harvest Turkey & Chicken Dry Dog Food,Tuscan Natural,a/b,"{'28.6-lb bag': '$62.49', '5-lb bag': '$17.00', '15-lb bag': '$37.66'}",8 Reviews
Dr. Gary's Best Breed Holistic Field Dry Dog Food,Dr. Gary's Best Breed,a/b,"{'30-lb bag': '$62.49', '4-lb bag': '$15.49', '15-lb bag': '$37.50'}",10 Reviews
Wishbone Pasture Grain-Free Dry Dog Food,Wishbone,a/b,"{'24-lb bag': '$69.99', '4-lb bag': '$17.99', '12-lb bag': '$41.99'}",17 Reviews
American Natural Premium Exhibitor's Choice Dry Dog Food,American Natural Premium,a/b,"{'40-lb bag': '$64.99', '4-lb bag': '$12.61', '12-lb bag': '$27.99'}",39 Reviews
Earthborn Holistic Small Breed Dry Dog Food,Earthborn Holistic,a/b,"{'12.5-lb bag': '$38.93', '4-lb bag': '$18.93'}",20 Reviews
"
        Health Extension Grain-Free Venison Recipe Dry Dog Food",Health Extension,a/b,"{'4-lb bag': '24.97', '10-lb bag': '39.98', '23.5-lb bag': '65.01'}",53 Reviews
Regal Pet Foods Country Classics Recipe Grain-Free Chicken & Duck Meals Dry Dog Food,Regal Pet Foods,a/b,"{'26-lb bag': '$58.99', '4-lb bag': '$15.49', '13-lb bag': '$32.99'}",1 Review
Artemis Osopure Salmon & Garbanzo Bean Formula Grain-Free Dry Dog Food,Artemis,a/b,"{'22-lb bag': '$64.99', '4-lb bag': '$15.99', '7.5-lb bag': '$22.47', '10-lb bag': '$33.99', '28-lb bag': '$74.98'}",7 Reviews
AvoDerm Chicken Meal & Brown Rice Recipe Small Breed Adult Dry Dog Food,AvoDerm,a/b,"{'7-lb bag': '$19.99', '3.5-lb bag': '$13.85', '7-lb bag, bundle of 2': '$39.98'}",37 Reviews
"
        Hill's Science Diet Adult Perfect Digestion Chicken, Brown Rice, & Whole Oats Recipe Dry Dog Food",Hill's Science Diet,a/b,"{'3.5-lb bag': '21.99', '12-lb bag': '47.99', '22-lb bag': '70.99'}",99 Reviews
Country Vet Naturals 28-16 Grain-Free Dog Food,Country Vet Naturals,a/b,"{'30-lb bag': '$40.90', '5-lb bag': '$11.94', '15-lb bag': '$23.52', '1-lb bag': '$4.27'}",12 Reviews
"
        Bundle: Purina Pro Plan Sport All Life Stages Performance 30/20 Chicken & Rice Formula Dry Food + Purina Pro Plan Veterinary Diets Calming Care Probiotic Dog Supplement", Purina Pro Plan ,a/b,$125.47,Read  1 Review
Blackwood Buffalo Meal & Field Pea Recipe Grain-Free Dry Dog Food,Blackwood,a/b,"{'30-lb bag': '$83.63', '5-lb bag': '$17.99', '15-lb bag': '$46.99'}",13 Reviews
"
        Blue Buffalo Freedom Adult Lamb Recipe Grain-Free Dry Dog Food",Blue Buffalo,a/b,"{'24-lb bag': '62.99', '11-lb bag': '39.99'}",119 Reviews
Artemis Fresh Mix Medium/Large All Life Stages Dry Dog Food,Artemis,a/b,"{'28-lb bag': '$62.99', '4-lb bag': '$14.99', '14-lb bag': '$34.99'}",4 Reviews
"
        Bundle: Virbac MOVOFLEX Soft Chews Joint Supplement for Dogs + Purina Pro Plan Adult Sensitive Skin & Stomach Salmon & Rice Formula Dry Food", Virbac ,a/b,$109.46,0
Inception Chicken Recipe Dry Dog Food,Inception,a/b,"{'13.5-lb bag': '$26.99', '4-lb bag': '$10.99', '27-lb bag': '$47.99'}",9 Reviews
"
        Wellness CORE Grain-Free Original Deboned Turkey, Turkey Meal & Chicken Meal Recipe Dry Dog Food",Wellness,a/b,"{'4-lb bag': '19.98', '26-lb bag': '74.99', '12-lb bag': '45.98'}",788 Reviews
Diamond Premium Adult Formula Dry Dog Food,Diamond,a/b,"{'40-lb bag': '$42.99', '8-lb bag': '$11.99', '20-lb bag': '$26.99'}",49 Reviews
"
        Solid Gold Sun Dancer Grain-Free Chicken & Tapioca Recipe with Quinoa Dry Dog Food",Solid Gold,a/b,"{'24-lb bag': '54.99', '4-lb bag': '16.99'}",74 Reviews
KASIKS Grain-Free Wild Pacific Ocean Meal Formula Dry Dog Food,KASIKS,a/b,"{'25-lb bag': '$64.65', '5-lb bag': '$16.95'}",16 Reviews
Alpha Paw Natural Vitality Formula Chicken & Sweet Potato Recipe Dry Dog Food,Alpha Paw,a/b,"{'4-lb bag': '$19.99', '12-lb bag': '$49.99'}",3 Reviews
Purina Pro Plan Calm & Balanced Small Breed Chicken & Rice Formula Dog Dry Food,Purina Pro Plan,a/b,"{'5-lb bag': '$21.99', '16-lb bag': '$51.49'}",Write the First Review
"
        Bundle: YuMOVE Tasty Bites Natural Joint Health Hickory Flavor Soft Chew Dog Supplement + Purina Pro Plan Adult Sensitive Skin & Stomach Salmon & Rice Formula Dry Food", YuMOVE ,a/b,$108.44,0
FirstMate Grain Friendly Wild Pacific Caught Fish Meal & Oats Formula Dog Food,FirstMate,a/b,"{'25-lb bag': '$52.99', '5-lb bag': '$15.99'}",31 Reviews
BIXBI Liberty Chicken Recipe Small Breed Grain-Free Dry Dog Food,BIXBI,a/b,"{'4-lb bag': '$16.79', '11lb bag': '$36.69'}",6 Reviews
"
        Wellness CORE Grain-Free Large Breed Chicken & Turkey Recipe Dry Dog Food, 26-lb bag",Wellness,a/b,$74.99,175 Reviews
Whole Earth Farms Healthy Grains Small Breed Chicken & Rice Recipe Dry Dog Food,Whole Earth Farms,a/b,"{'12-lb bag': '$28.98', '4-lb bag': '$10.98'}",59 Reviews
Horizon Amicus Small & Mini Breed Grain-Free Lamb Formula Dry Dog Food,Horizon,a/b,"{'11-lb bag': '$37.99', '5.5-lb bag': '$25.99'}",Write the First Review
Evanger's Grain-Free Chicken with Sweet Potato & Pumpkin Recipe Dry Dog Food,Evanger's,a/b,"{'33-lb bag': '$72.46', '4.4-lb bag': '$14.99', '16.5-lb bag': '$45.41'}",82 Reviews
"
        Bundle: Rachael Ray Nutrish Natural Turkey, Brown Rice & Venison Recipe Dry Food + Soup Bones Chicken & Veggies Flavor Dog Treats", Rachael Ray Nutrish ,a/b,$46.46,4 Reviews
Dogswell Hip & Joint Chicken & Oats Recipe Dry Dog Food,Dogswell,a/b,"{'24-lb bag': '$62.99', '12-lb bag': '$39.99'}",2 Reviews
Blue Buffalo True Solutions Livin' Large Large Breed Formula Adult Dry Dog Food,Blue Buffalo,a/b,"{'24-lb bag': '$62.52', '11-lb bag': '$35.99'}",3 Reviews
"
        Bundle: Taste of the Wild Ancient Prairie with Ancient Grains Dry Food + American Journey Peanut Butter Recipe Grain-Free Oven Baked Crunchy Biscuit Dog Treats", Taste of the Wild ,a/b,$58.28,0
"
        Crave High Protein Lamb Adult Grain-Free Dry Dog Food",Crave,a/b,"{'22-lb bag': '49.98', '12-lb bag': '28.98', '4-lb bag': '11.98'}",165 Reviews
"
        Instinct Be Natural Real Chicken & Brown Rice Recipe Freeze-Dried Raw Coated Dry Dog Food",Instinct,a/b,"{'25-lb bag': '64.99', '4.5-lb bag': '17.99'}",88 Reviews
"
        Holistic Select Small & Mini Breed Adult Health Anchovy, Sardine & Chicken Meals Recipe Dry Dog Food, 4-lb bag",Holistic Select,a/b,$22.99,36 Reviews
Healthy Dogma PetMix Original Grain-Free Dog Food,Healthy Dogma,a/b,"{'2-lb bag': '$19.95', '10-lb bag': '$84.95'}",11 Reviews
"
        Bundle: Hill's Science Diet Adult Sensitive Stomach & Skin Chicken & Barley Recipe Dry Food + Hill's Natural Soft Savories with Peanut Butter & Banana Dog Treats", Hill's Science Diet ,a/b,$75.98,5 Reviews
"
        Mazuri Exotic Canine Food, 33-lb bag",Mazuri,a/b,$38.51,5 Reviews
"
        Rachael Ray Nutrish SuperMedleys Wellness Blend Superfoods & Chicken Recipe Dry Dog Food",Rachael Ray Nutrish,a/b,"{'5-lb bag': '9.29', '12-lb bag': '21.68', '22-lb bag': '39.98'}",36 Reviews
Evanger's Grain-Free Whitefish & Sweet Potato Recipe with Salmon Meal Dry Dog Food,Evanger's,a/b,"{'33-lb bag': '$83.87', '4.4-lb bag': '$16.99', '16.5-lb bag (Original)': '$43.36', '16.5-lb bag': '$43.99'}",78 Reviews
"Forza10 Nutraceutic Active Line Colon Diet Phase 1 Dry Dog Food, 8-lb bag",Forza10,a/b,{'8-lb bag': '$51.99'},7 Reviews
"Whole Earth Farms Grain-Free Pork, Beef & Lamb Recipe Dry Dog Food",Whole Earth Farms,a/b,"{'25-lb bag': '$49.98', '4-lb bag': '$11.98', '12-lb bag': '$28.99'}",430 Reviews
V-Dog Kind Kibble Vegan Adult Dry Dog Food,V-Dog,a/b,"{'30-lb bag': '$72.00', '20-lb bag': '$59.99'}",233 Reviews
"Dave's Pet Food Grain-Free Countryside Blend with Fresh Chicken Dry Dog Food, 28-lb bag",Dave's Pet Food,a/b,"{'28-lb bag': '$70.99', '4-lb bag': '$13.49', '30-lb bag': '$57.34'}",21 Reviews
Ultimates Whitefish Meal & Rice Dry Dog Food,Ultimates,a/b,"{'28-lb bag': '$40.40', '5-lb bag': '$13.66'}",Write the First Review
AvoDerm Advanced Sensitive Support Salmon & Oatmeal Formula Dry Dog Food,AvoDerm,a/b,"{'4-lb bag': '$15.50', '22-lb bag': '$59.99'}",6 Reviews
"
        Dr. Tim's Active Dog Pursuit Formula Dry Dog Food",Dr. Tim's,a/b,"{'40-lb bag': '94.69', '5-lb bag': '18.29'}",178 Reviews
"Black Gold Explorer Beef Meal & Barley Formula Dry Dog Food, 40-lb bag",Black Gold,a/b,{'40-lb bag': '$58.13'},10 Reviews
Dogswell Hip & Joint Chicken & Chickpea Recipe Dry Dog Food,Dogswell,a/b,"{'24-lb bag': '$65.99', '12-lb bag': '$39.99'}",5 Reviews
"
        Bundle: Zesty Paws Core Elements 8-in-1 Peanut Butter Flavored Chews Multivitamin for Dogs + Purina Pro Plan Adult Sensitive Skin & Stomach Salmon & Rice Formula Dry Food", Zesty Paws ,a/b,$87.95,0
"
        Bundle: EverRoot Skin & Coat + Safflower Oil Liquid Dog Supplement + Purina Pro Plan Adult Sensitive Skin & Stomach Salmon & Rice Formula Dry Food", EverRoot ,a/b,$84.60,0
"
        Bundle: Hill's Science Diet Adult Small Paws Chicken Meal & Rice Recipe Dry Food + Greenies Teenie Dental Dog Treats", Hill's Science Diet ,a/b,$72.97,0
"
        Health Extension Grain-Free Salmon Recipe Dry Dog Food",Health Extension,a/b,"{'23.5-lb bag': '65.01', '4-lb bag': '24.98', '10-lb bag': '40.00'}",62 Reviews
"
        Halo Holistic Small Breed Grain-Free Game Bird Medley Dry Dog Food",Halo,a/b,"{'10-lb bag': '45.99', '4-lb bag': '19.99'}",71 Reviews
"
        Wellness CORE Digestive Health Wholesome Grains Chicken & Brown Rice Recipe Small Breed Dry Dog Food",Wellness,a/b,"{'4-lb bag': '19.98', '12-lb bag': '45.98'}",14 Reviews
"Nulo Frontrunner Ancient Grains Pork, Barley & Beef Adult Dry Dog Food, 25-lb bag",Nulo,a/b,"{'25-lb bag': '$62.99', '3-lb bag': '$10.50', '11-lb bag': '$29.99', '23-lb bag': '$52.99'}",8 Reviews
"
        Blue Buffalo Basics Skin & Stomach Care Grain-Free Formula Turkey & Potato Recipe Adult Dry Dog Food",Blue Buffalo,a/b,"{'11-lb bag': '34.93', '4-lb bag': '20.98', '24-lb bag': '60.98'}",641 Reviews
"Blackwood 2000 Chicken Meal & Brown Rice Recipe Active Diet Dry Dog Food, 30-lb bag",Blackwood,a/b,"{'30-lb bag': '$47.69', '5-lb bag': '$6.14', '15-lb bag': '$26.31'}",10 Reviews
"
        Hill's Science Diet Adult Sensitive Stomach & Skin Grain-Free Chicken & Potato Recipe Dry Dog Food, 24-lb bag",Hill's Science Diet,a/b,$68.99,114 Reviews
"Eagle Pack Chicken & Pork Large Breed Adult Dry Dog Food, 30-lb bag",Eagle Pack,a/b,"{'30-lb bag': '$44.72', '15-lb bag': '$26.37'}",149 Reviews
Blue Seal EnTrust Adult Pork Meal & Barley Recipe Dry Dog Food,Blue Seal,a/b,"{'20-lb bag': '$37.59', '6-lb bag': '$14.04', '40-lb bag': '$68.25'}",Write the First Review
"
        The Honest Kitchen Grain-Free Beef Whole Food Clusters Dry Dog Food",The Honest Kitchen,a/b,"{'5-lb bag': '29.41', '20-lb bag': '92.99', '1-lb bag': '6.99'}",166 Reviews
"
        Solid Gold Sunday Sunrise Grain-Free Lamb, Sweet Potato & Pea Dry Dog Food",Solid Gold,a/b,"{'24-lb bag': '54.99', '4-lb bag': '16.99'}",38 Reviews
"
        Bundle: PetHonesty 10-for-1 Chicken Flavored Soft Chews Multivitamin for Dogs + Blue Buffalo Life Protection Formula Adult Chicken & Brown Rice Recipe Dry Food", PetHonesty ,a/b,$81.16,0
Jiminy's Good Grub Dry Dog Food,Jiminy's,a/b,"{'10-lb bag': '$45.95', '3.5-lb bag': '$16.25'}",15 Reviews
Blue Buffalo True Solutions Best Life Medium Breed Adult Dry Dog Food,Blue Buffalo,a/b,"{'24-lb bag': '$59.99', '4-lb bag': '$19.99', '11-lb bag': '$34.98'}",2 Reviews
"
        Purina Pro Plan Adult Large Breed Weight Management Chicken & Rice Formula Dry Dog Food, 34-lb bag",Purina Pro Plan,a/b,$58.98,186 Reviews
"
        Diamond Naturals Grain-Free Whitefish & Sweet Potato Formula Dry Dog Food",Diamond,a/b,"{'5-lb bag': '13.99', '14-lb bag': '28.99', '28-lb bag': '47.99', '28-lb bag, bundle of 2': '91.18'}",150 Reviews
"Holistic Select Large & Giant Breed Chicken Meal & Lentils Natural Grain-Free Dry Dog Food, 24-lb bag",Holistic Select,a/b,"{'24-lb bag': '$77.99', '12-lb bag': '$37.99'}",16 Reviews
"
        Dr. Tim's Athletic Blend Glacier Formula Dry Dog Food, 40-lb bag",Dr. Tim's,a/b,$104.19,28 Reviews
Optimeal Nutrient Balance Turkey & Rice Recipe Medium Breed Dry Dog Food,Optimeal,a/b,"{'8.8-lb bag': '$22.27', '3.3-lb bag': '$12.02', '26.5-lb bag': '$69.29', '44-lb bag': '$109.99'}",Write the First Review
"
        Bundle: Royal Canin Yorkshire Terrier Adult Dry Food + Greenies Teenie Dental Dog Treats", Royal Canin ,a/b,$86.97,2 Reviews
"
        Bundle: YuMove Joint Health Liver Flavor Chewable Tablet Dog Supplement + Purina Pro Plan Adult Sensitive Skin & Stomach Salmon & Rice Formula Dry Food", YuMOVE ,a/b,$91.34,0
"Tiki Dog Aloha Petites Fish Luau Grain-Free Dry Dog Food, 3.5-lb bag",Tiki Dog,a/b,"{'3.5-lb bag': '$18.99', '10-lb bag': '$36.20'}",8 Reviews
Horizon Pulsar Grain-Free Pork Recipe Dry Dog Food,Horizon,a/b,"{'25-lb bag': '$62.99', '8.8-lb bag': '$24.99'}",14 Reviews
"
        Halo Holistic Surf & Turf Grain-Free Adult Dry Dog Food",Halo,a/b,"{'4-lb bag': '19.99', '21-lb bag': '79.99'}",76 Reviews
Beaverdam Pet Food Hi-Protein 27/12 Dry Dog Food,Beaverdam Pet Food,a/b,"{'40-lb bag': '$54.50', '5-lb bag': '$13.50', '20-lb bag': '$31.10'}",34 Reviews
"
        Wellness Grain-Free Complete Health Adult Whitefish & Menhaden Fish Meal Recipe Dry Dog Food, 24-lb bag",Wellness,a/b,$64.98,30 Reviews
"Holistic Select Large & Giant Breed Adult Health Chicken Meal & Oatmeal Recipe Dry Dog Food, 30-lb bag",Holistic Select,a/b,"{'30-lb bag': '$77.99', '15-lb bag': '$42.43'}",101 Reviews
Maintain Chunks Meaty Flavor Dry Dog Food,Maintain Chunks,a/b,"{'16.5-lb bag': '$11.27', '34-lb bag': '$20.18'}",3 Reviews
Freely Turkey Recipe Whole Grain Dry Dog Food,Freely,a/b,"{'22-lb bag': '$59.99', '4-lb bag': '$17.99'}",3 Reviews
Diamond Care Sensitive Skin Formula Adult Limited Ingredient Grain-Free Dry Dog Food,Diamond,a/b,"{'25-lb bag': '$52.99', '8-lb bag': '$19.99', '25-lb bag, bundle of 2': '$100.68'}",68 Reviews
"
        Bil-Jac Small Breed Adult Chicken, Oatmeal & Yams Recipe Dry Dog Food",Bil-Jac,a/b,"{'6-lb bag': '24.99', '15-lb bag': '44.99', '30-lb bag': '61.99'}",148 Reviews
"
        Bundle: Royal Canin Miniature Schnauzer Adult Dry Food + Greenies Petite Dental Dog Treats", Royal Canin ,a/b,$86.97,0
"
        Blue Buffalo True Solutions Perfect Coat Skin & Coat Care Formula Dry Dog Food",Blue Buffalo,a/b,"{'24-lb bag': '59.99', '11-lb bag': '34.98', '4-lb bag': '15.98'}",33 Reviews
"Forza10 Nutraceutic Active Reproductive Female Diet Dry Dog Food, 18-lb bag",Forza10,a/b,{'18-lb bag': '$89.99'},1 Review
American Natural Premium Grain-Free Ocean Fish Meal & Potato Recipe Dry Dog Food,American Natural Premium,a/b,"{'30-lb bag': '$72.99', '4-lb bag': '$15.51', '12-lb bag': '$29.99'}",14 Reviews
"
        Bundle: Wellness CORE Ocean Whitefish, Herring & Salmon Recipe Dry Food + Marrow Roasts Hearty Beef Recipe Dog Treats", Wellness ,a/b,$81.98,0
Farmina N&D Prime Boar & Apple Medium & Maxi Adult Grain-Free Dry Dog Food,Farmina,a/b,"{'26.4-lb bag': '$106.95', '5.5-lb bag (original)': '$26.45', '5.5-lb bag': '$31.95', '15.4-lb bag': '$69.27', '26.4-lb bag (original)': '$99.95'}",61 Reviews
Nulo Freestyle Grain-Free Salmon & Peas Recipe Dry Dog Food,Nulo,a/b,"{'26-lb bag': '$82.99', '4.5-lb bag': '$19.99', '6-lb bag': '$25.99', '11-lb bag': '$38.99', '24-lb bag': '$71.99'}",115 Reviews
Blackwood Salmon Meal & Brown Rice Recipe Sensitive Skin & Stomach Formula Dry Dog Food,Blackwood,a/b,"{'30-lb bag': '$69.99', '5-lb bag': '$14.99', '15-lb bag': '$38.22'}",107 Reviews
Regal Pet Foods Sensi Bites Turkey Meal Recipe Dry Dog Food,Regal Pet Foods,a/b,"{'26-lb bag': '$54.99', '4-lb bag': '$14.49', '13-lb bag': '$30.49'}",3 Reviews
"
        Bundle: Taste of the Wild High Prairie Grain-Free Dry Food + American Journey Peanut Butter Recipe Grain-Free Oven Baked Crunchy Biscuit Dog Treats", Taste of the Wild ,a/b,$58.28,Read  1 Review
Addiction Grain-Free Wild Kangaroo & Apples Dry Dog Food,Addiction,a/b,"{'20-lb bag': '$79.99', '4-lb bag': '$16.99'}",39 Reviews
"
        Earthborn Holistic Venture Limited Ingredient Grain-Free Duck Meal & Pumpkin Dry Dog Food",Earthborn Holistic,a/b,"{'12.5-lb bag': '39.01', '4-lb bag': '18.93', '25-lb bag': '77.87'}",67 Reviews
"Evolve Deboned Grain-Free Turkey & Sweet Potato Recipe Dry Dog Food, 13-lb bag",Evolve,a/b,"{'13-lb bag': '$32.00', '4.5-lb bag': '$8.99'}",67 Reviews
"
        Merrick Limited Ingredient Diet Grain-Free Real Chicken & Sweet Potato Recipe Dry Dog Food",Merrick,a/b,"{'22-lb bag': '64.98', '4-lb bag': '20.46'}",36 Reviews
"
        Bundle: Hill's Science Diet Adult Large Breed Lamb Meal & Brown Rice Dry Food + Zesty Paws 8-in-1 Multivitamin Bites Chicken Flavor Dog Supplement", Hill's Science Diet ,a/b,$96.00,0
"
        Earthborn Holistic Adult Vantage Natural Dry Dog Food",Earthborn Holistic,a/b,"{'25-lb bag': '63.14', '12.5-lb bag': '38.93', '4-lb bag': '18.93'}",80 Reviews
"
        Castor & Pollux Pristine Healthy Grains Grass-Fed Beef & Oatmeal Recipe Adult Dry Dog Food",Castor & Pollux,a/b,"{'4-lb bag': '23.99', '18-lb bag': '78.28', '10-lb bag': '52.08'}",43 Reviews
"
        Nature's Logic Canine Chicken Meal Feast Grain-Free Dry Dog Food",Nature's Logic,a/b,"{'4.4-lb bag': '21.99', '25-lb bag': '79.99'}",18 Reviews
"
        Dr. Tim's Highly Athletic Momentum Formula Dry Dog Food",Dr. Tim's,a/b,"{'18-lb bag': '59.19', '40-lb bag': '105.99'}",44 Reviews
Horizon Amicus Small & Mini Breed Adult Grain-Free Dry Dog Food,Horizon,a/b,"{'11-lb bag': '$35.99', '5.5-lb bag': '$25.99'}",34 Reviews
American Natural Premium Legume-Free Chicken-Free Duck with Butternut Squash Dry Dog Food,American Natural Premium,a/b,"{'4-lb bag': '$13.50', '12-lb bag': '$28.55', '30-lb bag': '$66.99', '33-lb bag': '$65.99'}",31 Reviews
"
        Eukanuba Fit Body Weight Control Medium Breed Dry Dog Food",Eukanuba,a/b,"{'30-lb bag': '70.82', '15-lb bag': '44.59'}",51 Reviews
"
        Bundle: EverRoot Hip & Joint + Salmon Oil Liquid Dog Supplement + Purina Pro Plan Adult Large Breed Chicken & Rice Formula Dry Food", EverRoot ,a/b,$88.97,0
"Sportsman's Pride Professional 30/20 Formula Adult Dog Food, 33-lb bag",Sportsman's Pride,a/b,{'33-lb bag': '$29.23'},5 Reviews
"
        Wellness Complete Health Healthy Weight Deboned Chicken & Peas Recipe Dry Dog Food",Wellness,a/b,"{'26-lb bag': '64.98', '13-lb bag': '39.98', '5-lb bag': '18.98'}",189 Reviews
"Lucy Pet Products Formulas for Life Grain-Free Salmon, Pumpkin & Quinoa Formula Dry Dog Food",Lucy Pet Products,a/b,"{'25-lb bag': '$72.99', '4.5-lb bag': '$22.99'}",19 Reviews
"Farmina N&D Ancestral Grain Chicken & Pomegranate Mini Light Dry Dog Food, 5.5-lb bag",Farmina,a/b,{'5.5-lb bag': '$24.95'},6 Reviews
"
        Zignature Zssential Multi-Protein Formula Small Bites Grain-Free Dry Dog Food",Zignature,a/b,"{'4-lb bag': '16.24', '12.5-lb bag': '41.24'}",38 Reviews
"Nutro Limited Ingredient Diet Sensitive Support with Real Lamb & Sweet Potato Grain-Free Small Bites Adult Dry Dog Food, 22-lb bag",Nutro,a/b,"{'22-lb bag': '$65.98', '4-lb bag': '$18.34', '11-lb bag': '$28.59'}",134 Reviews
"
        Bil-Jac Grain-Free Adult Chicken Recipe Dry Dog Food",Bil-Jac,a/b,"{'4-lb bag': '24.99', '24-lb bag': '74.99'}",44 Reviews
"
        Bundle: Hill's Science Diet Adult Chicken & Barley Recipe Dry Food + Greenies Regular Dental Dog Treats", Hill's Science Diet ,a/b,$95.97,Read  1 Review
"
        Bundle: Moist & Meaty Burger with Cheddar Cheese Flavor Dry Food + Good 'n' Fun Triple Flavor Kabobs Chicken, Duck & Chicken Liver Dog Chews", Moist & Meaty ,a/b,$25.76,2 Reviews
Optimeal Grain-Free Turkey & Veggies Recipe All Breed Dry Dog Food,Optimeal,a/b,"{'22-lb bag': '$80.84', '3.3-lb bag': '$17.04', '8.8-lb bag': '$25.83'}",Write the First Review
"AvoDerm Advanced Sensitive Support Beef Formula Grain-Free Small Breed Adult Dry Dog Food, 4-lb bag",AvoDerm,a/b,"{'4-lb bag': '$17.42', '7-lb bag': '$28.55'}",32 Reviews
"
        VICTOR Purpose Ultra Pro Grain-Free Dry Dog Food",VICTOR,a/b,"{'30-lb bag': '76.99', '5-lb bag': '16.99'}",183 Reviews
"
        Purina Beyond Organic Chicken, Egg & Carrot Recipe Small Breed Dry Dog Food",Purina Beyond,a/b,"{'13-lb bag': '49.99', '3-lb bag': '11.98', '6-lb bag': '23.48'}",96 Reviews
Blue Buffalo True Solutions Small & Mighty Small Breed Formula Adult Dry Dog Food,Blue Buffalo,a/b,"{'4-lb bag': '$19.98', '11-lb bag': '$34.98'}",11 Reviews
Farmina N&D Prime Lamb & Blueberry Medium & Maxi Adult Grain-Free Dry Dog Food,Farmina,a/b,"{'5.5-lb bag': '$31.95', '5.5-lb bag (original)': '$31.07', '15.4-lb bag': '$69.27', '26.4-lb bag (original)': '$89.99', '26.4-lb bag': '$106.95'}",61 Reviews
"
        Bil-Jac Reduced Fat Chicken Recipe Dry Dog Food",Bil-Jac,a/b,"{'30-lb bag': '61.99', '6-lb bag': '23.99', '15-lb bag': '44.99'}",79 Reviews
GO! SENSITIVITIES Limited Ingredient Salmon Grain-Free Dry Dog Food,Go!,a/b,"{'22-lb bag': '$76.99', '3.5-lb bag': '$18.99', '6-lb bag': '$24.99', '12-lb bag': '$49.99', '25-lb bag': '$67.99'}",102 Reviews
"
        Zignature Turkey Formula Small Bites Dry Dog Food",Zignature,a/b,"{'4-lb bag': '14.24', '12.5-lb bag': '36.24'}",42 Reviews
"
        ACANA Rescue Care For Adopted Dogs Poultry Sensitive Digestion Dry Dog Food",ACANA,a/b,"{'22.5-lb bag': '62.49', '4-lb bag': '16.99'}",5 Reviews
"Wysong Epigen Starch-Free Chicken Formula Grain-Free Dry Dog & Cat Food, 5-lb bag",Wysong,a/b,"{'5-lb bag': '$16.89', '2-lb bag': '$6.87', '8-lb bag': '$18.34'}",170 Reviews
